    Raman shift    inc freq                      X                               Y                                Z
                                            Real       Imag                 Real       Imag                 Real       Imag
      0.00000    58596.14810       -0.160661E+01   0.507218E-01      0.741907E+01  -0.234225E+00      0.789699E-14  -0.247555E-15

                                    0.741907E+01  -0.234225E+00     -0.342600E+02   0.108161E+01     -0.344926E-13   0.109076E-14

                                    0.789699E-14  -0.247555E-15     -0.344926E-13   0.109076E-14     -0.507758E-03   0.134750E-04

      0.00000    58636.47580       -0.160211E+01   0.501664E-01      0.739827E+01  -0.231660E+00      0.787500E-14  -0.244855E-15

                                    0.739827E+01  -0.231660E+00     -0.341640E+02   0.106977E+01     -0.343956E-13   0.107881E-14

                                    0.787500E-14  -0.244855E-15     -0.343956E-13   0.107881E-14     -0.506552E-03   0.133445E-04

      0.00000    58676.80350       -0.159764E+01   0.496206E-01      0.737764E+01  -0.229140E+00      0.785320E-14  -0.242204E-15

                                    0.737764E+01  -0.229140E+00     -0.340687E+02   0.105813E+01     -0.342997E-13   0.106706E-14

                                    0.785320E-14  -0.242204E-15     -0.342997E-13   0.106706E-14     -0.505357E-03   0.132180E-04

      0.00000    58717.13120       -0.159321E+01   0.490841E-01      0.735719E+01  -0.226662E+00      0.783157E-14  -0.239599E-15

                                    0.735719E+01  -0.226662E+00     -0.339743E+02   0.104669E+01     -0.342044E-13   0.105550E-14

                                    0.783157E-14  -0.239599E-15     -0.342044E-13   0.105550E-14     -0.504175E-03   0.130953E-04

      0.00000    58757.45890       -0.158882E+01   0.485567E-01      0.733690E+01  -0.224227E+00      0.781013E-14  -0.237039E-15

                                    0.733690E+01  -0.224227E+00     -0.338806E+02   0.103544E+01     -0.341099E-13   0.104415E-14

                                    0.781013E-14  -0.237039E-15     -0.341099E-13   0.104415E-14     -0.503004E-03   0.129761E-04

      0.00000    58797.78660       -0.158446E+01   0.480382E-01      0.731679E+01  -0.221832E+00      0.778887E-14  -0.234524E-15

                                    0.731679E+01  -0.221832E+00     -0.337877E+02   0.102439E+01     -0.340163E-13   0.103298E-14

                                    0.778887E-14  -0.234524E-15     -0.340163E-13   0.103298E-14     -0.501845E-03   0.128601E-04

      0.00000    58838.11430       -0.158014E+01   0.475284E-01      0.729684E+01  -0.219478E+00      0.776778E-14  -0.232051E-15

                                    0.729684E+01  -0.219478E+00     -0.336956E+02   0.101351E+01     -0.339233E-13   0.102200E-14

                                    0.776778E-14  -0.232051E-15     -0.339233E-13   0.102200E-14     -0.500698E-03   0.127470E-04

      0.00000    58878.44200       -0.157586E+01   0.470270E-01      0.727705E+01  -0.217163E+00      0.774687E-14  -0.229619E-15

                                    0.727705E+01  -0.217163E+00     -0.336042E+02   0.100282E+01     -0.338312E-13   0.101121E-14

                                    0.774687E-14  -0.229619E-15     -0.338312E-13   0.101121E-14     -0.499563E-03   0.126364E-04

      0.00000    58918.76970       -0.157161E+01   0.465339E-01      0.725743E+01  -0.214886E+00      0.772613E-14  -0.227229E-15

                                    0.725743E+01  -0.214886E+00     -0.335136E+02   0.992307E+00     -0.337398E-13   0.100059E-14

                                    0.772613E-14  -0.227229E-15     -0.337398E-13   0.100059E-14     -0.498439E-03   0.125281E-04

      0.00000    58959.09740       -0.156739E+01   0.460488E-01      0.723796E+01  -0.212646E+00      0.770557E-14  -0.224877E-15

                                    0.723796E+01  -0.212646E+00     -0.334237E+02   0.981963E+00     -0.336492E-13   0.990140E-15

                                    0.770557E-14  -0.224877E-15     -0.336492E-13   0.990140E-15     -0.497327E-03   0.124216E-04

      0.00000    58999.42510       -0.156321E+01   0.455716E-01      0.721866E+01  -0.210442E+00      0.768517E-14  -0.222562E-15

                                    0.721866E+01  -0.210442E+00     -0.333346E+02   0.971787E+00     -0.335592E-13   0.979862E-15

                                    0.768517E-14  -0.222562E-15     -0.335592E-13   0.979862E-15     -0.496226E-03   0.123167E-04

      0.00000    59039.75280       -0.155907E+01   0.451021E-01      0.719952E+01  -0.208274E+00      0.766495E-14  -0.220286E-15

                                    0.719952E+01  -0.208274E+00     -0.332462E+02   0.961775E+00     -0.334701E-13   0.969750E-15

                                    0.766495E-14  -0.220286E-15     -0.334701E-13   0.969750E-15     -0.495136E-03   0.122128E-04

      0.00000    59080.08050       -0.155496E+01   0.446402E-01      0.718053E+01  -0.206141E+00      0.764489E-14  -0.218044E-15

                                    0.718053E+01  -0.206141E+00     -0.331585E+02   0.951924E+00     -0.333817E-13   0.959803E-15

                                    0.764489E-14  -0.218044E-15     -0.333817E-13   0.959803E-15     -0.494057E-03   0.121097E-04

      0.00000    59120.40820       -0.155088E+01   0.441856E-01      0.716169E+01  -0.204042E+00      0.762499E-14  -0.215838E-15

                                    0.716169E+01  -0.204042E+00     -0.330715E+02   0.942231E+00     -0.332939E-13   0.950014E-15

                                    0.762499E-14  -0.215838E-15     -0.332939E-13   0.950014E-15     -0.492988E-03   0.120072E-04

      0.00000    59160.73590       -0.154683E+01   0.437383E-01      0.714301E+01  -0.201976E+00      0.760526E-14  -0.213667E-15

                                    0.714301E+01  -0.201976E+00     -0.329852E+02   0.932692E+00     -0.332069E-13   0.940383E-15

                                    0.760526E-14  -0.213667E-15     -0.332069E-13   0.940383E-15     -0.491930E-03   0.119051E-04

      0.00000    59201.06360       -0.154282E+01   0.432980E-01      0.712448E+01  -0.199943E+00      0.758568E-14  -0.211529E-15

                                    0.712448E+01  -0.199943E+00     -0.328997E+02   0.923304E+00     -0.331206E-13   0.930905E-15

                                    0.758568E-14  -0.211529E-15     -0.331206E-13   0.930905E-15     -0.490880E-03   0.118035E-04

      0.00000    59241.39130       -0.153884E+01   0.428648E-01      0.710610E+01  -0.197942E+00      0.756628E-14  -0.209424E-15

                                    0.710610E+01  -0.197942E+00     -0.328148E+02   0.914065E+00     -0.330350E-13   0.921577E-15

                                    0.756628E-14  -0.209424E-15     -0.330350E-13   0.921577E-15     -0.489840E-03   0.117025E-04

      0.00000    59281.71900       -0.153489E+01   0.424383E-01      0.708787E+01  -0.195973E+00      0.754702E-14  -0.207352E-15

                                    0.708787E+01  -0.195973E+00     -0.327306E+02   0.904970E+00     -0.329501E-13   0.912396E-15

                                    0.754702E-14  -0.207352E-15     -0.329501E-13   0.912396E-15     -0.488809E-03   0.116024E-04

      0.00000    59322.04670       -0.153098E+01   0.420184E-01      0.706979E+01  -0.194034E+00      0.752792E-14  -0.205310E-15

                                    0.706979E+01  -0.194034E+00     -0.326471E+02   0.896017E+00     -0.328658E-13   0.903358E-15

                                    0.752792E-14  -0.205310E-15     -0.328658E-13   0.903358E-15     -0.487788E-03   0.115032E-04

      0.00000    59362.37440       -0.152709E+01   0.416050E-01      0.705185E+01  -0.192125E+00      0.750898E-14  -0.203301E-15

                                    0.705185E+01  -0.192125E+00     -0.325643E+02   0.887201E+00     -0.327823E-13   0.894460E-15

                                    0.750898E-14  -0.203301E-15     -0.327823E-13   0.894460E-15     -0.486775E-03   0.114050E-04

      0.00000    59402.70210       -0.152324E+01   0.411979E-01      0.703406E+01  -0.190245E+00      0.749018E-14  -0.201321E-15

                                    0.703406E+01  -0.190245E+00     -0.324821E+02   0.878520E+00     -0.326995E-13   0.885697E-15

                                    0.749018E-14  -0.201321E-15     -0.326995E-13   0.885697E-15     -0.485772E-03   0.113073E-04

      0.00000    59443.02980       -0.151942E+01   0.407970E-01      0.701641E+01  -0.188394E+00      0.747154E-14  -0.199370E-15

                                    0.701641E+01  -0.188394E+00     -0.324006E+02   0.869970E+00     -0.326173E-13   0.877070E-15

                                    0.747154E-14  -0.199370E-15     -0.326173E-13   0.877070E-15     -0.484779E-03   0.112097E-04

      0.00000    59483.35750       -0.151562E+01   0.404021E-01      0.699890E+01  -0.186570E+00      0.745305E-14  -0.197448E-15

                                    0.699890E+01  -0.186570E+00     -0.323198E+02   0.861549E+00     -0.325357E-13   0.868572E-15

                                    0.745305E-14  -0.197448E-15     -0.325357E-13   0.868572E-15     -0.483796E-03   0.111114E-04

      0.00000    59523.68520       -0.151186E+01   0.400130E-01      0.698154E+01  -0.184773E+00      0.743471E-14  -0.195551E-15

                                    0.698154E+01  -0.184773E+00     -0.322396E+02   0.853253E+00     -0.324548E-13   0.860203E-15

                                    0.743471E-14  -0.195551E-15     -0.324548E-13   0.860203E-15     -0.482821E-03   0.110121E-04

      0.00000    59564.01290       -0.150813E+01   0.396298E-01      0.696431E+01  -0.183004E+00      0.741653E-14  -0.193682E-15

                                    0.696431E+01  -0.183004E+00     -0.321600E+02   0.845080E+00     -0.323745E-13   0.851960E-15

                                    0.741653E-14  -0.193682E-15     -0.323745E-13   0.851960E-15     -0.481854E-03   0.109114E-04

      0.00000    59604.34060       -0.150443E+01   0.392521E-01      0.694722E+01  -0.181260E+00      0.739848E-14  -0.191838E-15

                                    0.694722E+01  -0.181260E+00     -0.320811E+02   0.837027E+00     -0.322949E-13   0.843841E-15

                                    0.739848E-14  -0.191838E-15     -0.322949E-13   0.843841E-15     -0.480894E-03   0.108093E-04

      0.00000    59644.66830       -0.150076E+01   0.388800E-01      0.693026E+01  -0.179541E+00      0.738057E-14  -0.190019E-15

                                    0.693026E+01  -0.179541E+00     -0.320028E+02   0.829092E+00     -0.322160E-13   0.835841E-15

                                    0.738057E-14  -0.190019E-15     -0.322160E-13   0.835841E-15     -0.479941E-03   0.107064E-04

      0.00000    59684.99600       -0.149712E+01   0.385133E-01      0.691344E+01  -0.177848E+00      0.736281E-14  -0.188225E-15

                                    0.691344E+01  -0.177848E+00     -0.319251E+02   0.821272E+00     -0.321376E-13   0.827959E-15

                                    0.736281E-14  -0.188225E-15     -0.321376E-13   0.827959E-15     -0.478994E-03   0.106032E-04

      0.00000    59725.32370       -0.149350E+01   0.381519E-01      0.689675E+01  -0.176179E+00      0.734518E-14  -0.186456E-15

                                    0.689675E+01  -0.176179E+00     -0.318481E+02   0.813565E+00     -0.320598E-13   0.820191E-15

                                    0.734518E-14  -0.186456E-15     -0.320598E-13   0.820191E-15     -0.478054E-03   0.105002E-04

      0.00000    59765.65140       -0.148992E+01   0.377956E-01      0.688020E+01  -0.174534E+00      0.732770E-14  -0.184712E-15

                                    0.688020E+01  -0.174534E+00     -0.317716E+02   0.805969E+00     -0.319828E-13   0.812537E-15

                                    0.732770E-14  -0.184712E-15     -0.319828E-13   0.812537E-15     -0.477119E-03   0.103979E-04

      0.00000    59805.97910       -0.148636E+01   0.374445E-01      0.686377E+01  -0.172912E+00      0.731035E-14  -0.182992E-15

                                    0.686377E+01  -0.172912E+00     -0.316958E+02   0.798481E+00     -0.319063E-13   0.804991E-15

                                    0.731035E-14  -0.182992E-15     -0.319063E-13   0.804991E-15     -0.476192E-03   0.102962E-04

      0.00000    59846.30680       -0.148283E+01   0.370983E-01      0.684748E+01  -0.171314E+00      0.729314E-14  -0.181297E-15

                                    0.684748E+01  -0.171314E+00     -0.316205E+02   0.791099E+00     -0.318304E-13   0.797553E-15

                                    0.729314E-14  -0.181297E-15     -0.318304E-13   0.797553E-15     -0.475272E-03   0.101949E-04

      0.00000    59886.63450       -0.147933E+01   0.367570E-01      0.683131E+01  -0.169738E+00      0.727607E-14  -0.179623E-15

                                    0.683131E+01  -0.169738E+00     -0.315459E+02   0.783820E+00     -0.317551E-13   0.790220E-15

                                    0.727607E-14  -0.179623E-15     -0.317551E-13   0.790220E-15     -0.474359E-03   0.100934E-04

      0.00000    59926.96220       -0.147586E+01   0.364204E-01      0.681527E+01  -0.168183E+00      0.725913E-14  -0.177972E-15

                                    0.681527E+01  -0.168183E+00     -0.314718E+02   0.776643E+00     -0.316804E-13   0.782991E-15

                                    0.725913E-14  -0.177972E-15     -0.316804E-13   0.782991E-15     -0.473452E-03   0.999131E-05

      0.00000    59967.28990       -0.147241E+01   0.360885E-01      0.679936E+01  -0.166651E+00      0.724232E-14  -0.176342E-15

                                    0.679936E+01  -0.166651E+00     -0.313983E+02   0.769565E+00     -0.316062E-13   0.775864E-15
